,Bv1,Cv1,Bv2,Cv2,Bv3,Cv3,Bv4,Cv4,Bv5,Cv5,Bv6,Cv6,Bv7,Cv7,Bv8,Cv8
2019-05-11 19:00:00,-0.006542970901319686,0.021107501760705614,0.003024217030195166,0.018599709637351112,0.00976903042721417,0.011054816131948286,0.021304805691299483,0.007021325181506643,-0.006200553573457306,0.01711221899511725,0.014443884822806143,0.010805442357321922,0.0047303404524039585,0.019942130994529194,-0.0032245597382942384,0.008161171681396599
2019-05-12 19:40:00,-0.008165652311035915,0.07989646798263011,0.004115097964774445,0.06705741251942948,0.015154886740729751,0.0585065630079309,0.024936529030310003,0.047461531778857285,-0.007148837348301245,0.07927573309024909,0.0158291449653042,0.05382429002476347,0.0011352692091965123,0.0712844903081652,-0.001364668005581113,0.07303147775432893
2019-05-13 19:40:00,-0.013471497815124923,0.08320040213835675,-0.007742879419068523,0.07768952350196803,0.00619821062209468,0.06648380715234446,0.020418600933768946,0.05288578289443461,-0.01385554916017764,0.08501098094132757,0.007013608464787387,0.06554222500638168,-0.008921957736845102,0.08118463119923287,-0.02256301084746232,0.08430673714933556
2019-05-14 20:40:00,-0.01365430868460619,0.08398574427081561,-0.005015392457814113,0.07724747152937983,0.008193696237187707,0.064614654218897,0.024139715070390345,0.048787638964982775,-0.01065864903627536,0.08191337624125658,0.006181309253601621,0.06673422358403427,-0.008511189568419023,0.08014691508769839,-0.015056179176014404,0.08484314080415854
2019-05-15 17:20:00,-0.008971877687231334,0.0805757478805002,-0.001811752289273953,0.0718822728927106,0.018377746982274352,0.055227454762926,0.03204502686601345,0.04207938966691611,-0.009788572656712765,0.08013942385370876,0.007821729058330777,0.064854296682627,0.0010801933507493995,0.07071002109554579,-0.01395849440739713,0.08214834966566664
2019-05-16 16:40:00,-0.003301851170576862,0.07411387481681041,0.005803954650253871,0.06530364623774032,0.017226724092710977,0.055811335016510026,0.029465019705150797,0.044105780683931374,-0.002386153367840688,0.0734444148776383,0.015147785216919027,0.058335408417060704,0.002244903775451316,0.06924849283517082,-0.00664055721466423,0.07468019831779626
2019-05-17 14:40:00,-0.004390361188664751,0.07567884503822572,0.005668887639797373,0.06748016687155968,0.015573328398501923,0.05562233291311882,0.03039676221185276,0.04295959252908435,-0.0029422786574343435,0.07502768891488322,0.014460509029763233,0.058908947564225,6.042237174494568e-05,0.07177430573637958,0.016725496962893265,0.05642427039272649
2019-05-20 15:20:00,-0.006287944207648486,0.0636513353337969,0.003401096804159976,0.05963018675729394,0.019706159515082675,0.05050919205398653,0.029539887696228347,0.035080778148816404,0.0031786199824617827,0.06561385412762852,0.022602905044010097,0.04409865695672479,0.014510487312027866,0.060129191614148085,0.014372573271921376,0.055135753563329254
2019-05-21 14:40:00,0.01418457513849865,0.04684945454003899,0.000342798240264369,0.045548560399207655,0.009429154661186255,0.03395945905049537,0.01980788211744891,0.03997293112519086,0.01417074247660298,0.048927357804592723,0.13556086653375837,0.040477835168067515,-0.0014333580789048983,0.0732766139786891,-0.001920627395520925,0.07243758712249786
2019-05-22 15:20:00,0.01614932603406181,0.04987471372901007,-0.0018713319040909125,0.07195870014720766,0.016838481247530773,0.05382914774122054,0.024304937468403683,0.032061009931711036,-0.004718578876023599,0.056158614984942276,-0.004134045169918533,-0.007608544403143264,0.006391486922004001,0.06383260111966146,0.008802054545616493,0.06221833420023855
2019-05-23 15:00:00,0.017491029135662233,0.0514013719985039,0.001072912536410405,0.060830648893707116,0.019277297655582944,0.05330075713340614,0.028325385813920464,0.033319995102099556,-0.004133631497903537,0.06378120872949851,-0.0028218810591886887,0.0016956070579162304,-0.01772324942889736,0.06891485255660153,-0.004307090198358344,0.06999620497840987
2019-05-24 16:40:00,0.02266450647392111,0.05040403829949212,0.0028787241508835514,0.06794357305688326,0.03824802525450955,0.03697853148772797,0.039716635094321696,0.028117094205264287,0.035968120262943076,0.042320591519008424,0.02396120232249993,0.046005353772544055,0.015865846860717472,0.06862256169657119,0.011446522761671529,0.06266149591573247
